1671831652832534532,"When only SMARTIES brownies will do 🍫

Let us know how you use SMARTIES in your bakes! 👇 

📸 aurorbellasbakes https://t.co/Zm3oCv9XXr",2023-06-22 10:45:01+00:00
1670348881110990849,What a SMARTies #FathersDay message! 😄💙 https://t.co/9qMr5oJTLp,2023-06-18 08:33:01+00:00
1669725912701493249,@taylorl0u We're sorry to hear this Taylor! Please email Consumer.Enquiries@uk.froneri.com with the pack codes and… https://t.co/k1oaz6Ux02,2023-06-16 15:17:34+00:00
1668558837274628096,Who else is loving this #Smarties summer sun?! ☀️ https://t.co/aiOBmH9FnV,2023-06-13 10:00:01+00:00
1661658376776941568,"With all this talk of gold, we’re giving you the chance to #WIN our NEW #GoldenCollection range! To enter:

RETWEET… https://t.co/URzILlBhj5",2023-05-25 09:00:03+00:00
1657384832496726019,"@konan_kay We're very sorry about this, Konan. Please send us a DM through this link with the pack size, best befor… https://t.co/Dzf7zXXSwZ",2023-05-13 13:58:31+00:00
1654472518760120320,"We're looking forward to a colourful Coronation picnic this weekend, come rain or shine! 🇬🇧

Who's with us?! 💙 https://t.co/0fZEnDvxdl",2023-05-05 13:06:01+00:00
1652949732094885889,Like this tweet if you're THIS happy today is a Bank Holiday 😀 https://t.co/1vWrxyXA6K,2023-05-01 08:15:01+00:00
1649132182529531904,"@KatejBourne Hi, Kate. You can try to check the availability online here: https://t.co/CAIEFSlo4K  and click on ""wh… https://t.co/NUcHtZfMy9",2023-04-20 19:25:26+00:00
1647159076508565505,"A SmARTies creation for #WorldArtDay 🎨

Reply with your favourite craft ideas to provide others with some inspirati… https://t.co/ATdl3T044v",2023-04-15 08:45:01+00:00
1646525386342404097,@GemmaGhDay Hi Gemma! All Smarties varieties are halal except our white chocolate Smarties :),2023-04-13 14:46:57+00:00
1646180600217206785,"@caitlinmaimie05 Hi, we're sorry about this, Caitlin. Please send us a DM of your full enquiry. Send it using this… https://t.co/Lw8aupq3Xt",2023-04-12 15:56:54+00:00
1645744695073464323,"@beckyb1401 Hi Becky, we have never had a mystery flavour Smartie promotion, the Orange Smartie is our only flavoured Smartie 🍊 🙂",2023-04-11 11:04:46+00:00
1645091971919224833,"@LilPocketGay That's not good, Michael!. Please message us with the best before date and surrounding codes from the… https://t.co/UIqCRzeXs1",2023-04-09 15:51:05+00:00
1644782385790087170,"@beckyb1401 Hey Becky, we'll need to get more information to answer this, but we'll be in touch very soon!",2023-04-08 19:20:54+00:00
1644343292136390659,"@SpoilersLana Sorry you're missing it, Lana. We'll let the rest of the team know you'd like to see them back! 😊",2023-04-07 14:16:05+00:00
1644286654784450560,"The cutest little #Easter snack 🐰

What Easter snacks have you been making? 👇

📸 siyas_mummys_kitchen https://t.co/HLb2XVpwuf",2023-04-07 10:31:02+00:00
1644153354933661697,"@vjb72 Sorry you're having difficulty finding it Vicki. We know just the place, https://t.co/CAIEFSlo4K or we'd rec… https://t.co/j3hkeTbYQF",2023-04-07 01:41:21+00:00
1644040963189272609,"@jokrumlin Hi, they're not available this year but we'll let the team know you'd like to see them again 😀",2023-04-06 18:14:45+00:00
1643951487469363201,@JackGoodwin @CadburyUK @Nestle @MarsUK @Fortnums @thorntonschocs @joeandseph @AfterEightUKI @Toblerone… https://t.co/nYuq7GlLCV,2023-04-06 12:19:12+00:00
1643546532677861376,"Yummy chocolate #Easter nests in 3 easy steps 🧑‍🍳🍫

For the recipe, click here 👉 https://t.co/hA3lDjFEZA https://t.co/xQxv1O6bna",2023-04-05 09:30:03+00:00
1641748209000128517,"Which mini eggs are you hoping the #Easter Bunny leaves for you next weekend? 🐰🍫

Reply:
💙 for Smarties
❤️ for… https://t.co/BNVyqnWVyQ",2023-03-31 10:24:09+00:00
1640818906443964416,"@sheharbanosays Hi, please send us a private message with your email address &amp; we'll send you our full Nestle Halal… https://t.co/Si8rKSpFri",2023-03-28 20:51:26+00:00
1639675518315376640,"A reminder for your smart(ies) watches…the #clocks spring forward an hour tonight! ⌚ 

Who else is looking forward… https://t.co/Bxs7Yd34di",2023-03-25 17:08:01+00:00
1639255602286465025,@TheRangeUK That's a smart(ies) range you've got there 🤪,2023-03-24 13:19:26+00:00
1638928100263362560,"Our NEW Dinosaur #Easter Egg is available nationwide now! 🦖​​🍫

Reply with your best dinosaur joke and we’ll like o… https://t.co/msRQuD04bU",2023-03-23 15:38:03+00:00
1638282529240240142,"@MainMiu That's not good! Please message us the product size, the best before date and surrounding codes from the p… https://t.co/8Bq2SMANj7",2023-03-21 20:52:47+00:00
1637397252456022020,Blowing kisses your way this #MothersDay 💙 https://t.co/9ECZ6o1CVC,2023-03-19 10:15:01+00:00
1636177845755019264,@HennaAishaAhmed Looks delicious! 😍 We hope you continue to enjoy them!,2023-03-16 01:29:31+00:00
1636107894054703105,"@chrisscribbles Hi Chris, please DM us the full details of your enquiry. Send it using this link: https://t.co/DNjUncF2jI",2023-03-15 20:51:34+00:00
1635607964462530565,"Our #NEW SMARTIES Gold Buttons 🤩 it's the SMARTIES you know and love but with a little bit of golden magic ✨

Have… https://t.co/5utk8Q4iBa",2023-03-14 11:45:01+00:00
1633485801626501120,@J_York69 We'll forgive you then 😀 💙,2023-03-08 15:12:18+00:00
1633474037736153089,@J_York69 😥 💔,2023-03-08 14:25:33+00:00
1633086672022716420,@andrewworr @NestleCerealsUK @CheeriosUK We'd love that! 👏over to you @NestleCerealsUK 💙,2023-03-07 12:46:18+00:00
1633066130418855936,@NestleCerealsUK You don't have to be a Smartie(s) to know that @CheeriosUK is the best one 😋,2023-03-07 11:24:41+00:00
1633047339777622016,"📣📣📣 DISCOVER our new SMARTIES Gold Buttons 

It's the SMARTIES you know and love wrapped in golden chocolate! Let u… https://t.co/FfVqPs1vMO",2023-03-07 10:10:01+00:00
1631683084578873351,"@andyspurs2 An egg-static joke, we love it 👏",2023-03-03 15:48:57+00:00
1631682559326273540,@Amydoyl387 🤣 we see what you did there...how SMART(ies) of you! 💙,2023-03-03 15:46:51+00:00
1631652902216388609,"We carrot believe it’s nearly #Easter! 🥕 💙

Tell us your best Easter joke and we’ll like our favourites…we’re all e… https://t.co/550aCQsUQJ",2023-03-03 13:49:01+00:00
1631652583579287554,@NoContextBrits We think you're missing the best one...👀,2023-03-03 13:47:45+00:00
1630963054744686592,"@GoodesSophie That's not good! Please message us the photo of the concern product, product size, the best before da… https://t.co/tEb4wXgzDa",2023-03-01 16:07:48+00:00
1630252928664518657,"@vamplacey Hey Chan, we don't have any plans at the moment but we'll let the rest of the team know you'd like to see it make a return 😀 💙",2023-02-27 17:06:01+00:00
1630173908249739266,"Has anyone spotted our #NEW Dinosaur Easter Eggs in store yet? 👀 we hear they’re pretty ROAR-some 🦖🍫

📸 foodienewsa… https://t.co/isw0hWS2bf",2023-02-27 11:52:01+00:00
1627987249609539584,"Can you tell we're bear-y excited for #PancakeDay?! 🥳 

📸 cutefoodforkids https://t.co/jQVFQVOsRG",2023-02-21 11:03:01+00:00
1625449780968058880,"Happy #ValentinesDay everyone! 💕

For today only, we'd like to be called SmHEARTies 😆 #UnboxImagination https://t.co/5Py0x4lsMU",2023-02-14 11:00:01+00:00
1623838714383278084,"@BisleyBB We hope you continue to enjoy them, Bisley. 😊",2023-02-10 00:18:13+00:00
1622223856646627328,"@jasminesomer We're very sorry about this Jas. Please send us a private message with your full name, postal address… https://t.co/E3C7TLK3jI",2023-02-05 13:21:21+00:00
1621868699266195457,@KenanHoelke Delicious aren't they Kenan! We hope your love for them continues 😊,2023-02-04 13:50:05+00:00
1621498909615865857,"@KenanHoelke Hi, Kenan! May we confirm if there are other color of sweets in the pack? Please DM us to sort this ou… https://t.co/wpVvelcF0r",2023-02-03 13:20:40+00:00
1620644318137425920,"@itzz_shana Although for a short time, you may still find some multipacks in stores that include the 38g tubes. (2/2)",2023-02-01 04:44:50+00:00
1620644257248776192,@itzz_shana This was due to us moving to recyclable paper packaging earlier in the year OR Due to us changing our p… https://t.co/0GOLsDm9a1,2023-02-01 04:44:35+00:00
1619110243559931904,@svpermcn It's lovely to hear you're a fan! We hope you continue to enjoy them in future 💙,2023-01-27 23:08:58+00:00
1618985741559779329,"@BenjaminPryke Thank you, Benjamin! 🙂 Here at Nestlé we've made a commitment to ensure that 100% of our packaging w… https://t.co/2jaDUVpyXD",2023-01-27 14:54:14+00:00
1617926199853842440,The face we make when someone says they love SMARTIES 😄 Happy National Compliment day! Get into the spirit and tell… https://t.co/Z13YBLR99d,2023-01-24 16:44:00+00:00
1617596055863820328,"@aarifaadam Hello Aarifa! For the latest information on nutrition and well-being, which includes our 'avoidance' li… https://t.co/qbukN0Tj8k",2023-01-23 18:52:07+00:00
1617161141494448131,"@010_Karen_O Hey Karen, you can get up to 4 SMARTIES in each button as they're packed by weight. 💙",2023-01-22 14:03:56+00:00
1616653554265083904,@MMAGreatness That's not good! Please message us with the best before date and surrounding codes from the pack and… https://t.co/s4napTbW00,2023-01-21 04:26:57+00:00
1615644349932486656,"@BarryAdair10 We're sorry about this, Peter! Please DM us with the best before date and codes around it from the pa… https://t.co/O0bVViHUfU",2023-01-18 09:36:44+00:00
1609119689669492741,"Happy new year, wishing your 2023 will be full of fun, imagination and colour! #unboximagination #happynewyear https://t.co/2Eyl358bsj",2022-12-31 09:30:04+00:00
1608751163037388801,"@Kew_86 So glad to hear you're a fan, Kerri! We appreciate the feedback :)",2022-12-30 09:05:41+00:00
